train_acc,train_loss,val_acc,val_loss
0.07082105263157895,4.148616,0.11959999999999998,3.8968148
0.16551578947368423,3.4223428,0.18560000000000001,3.276581
0.24764210526315789,2.9600976,0.256,2.9175603
0.31,2.6501474,0.3236,2.5824883
0.3582947368421053,2.4158063,0.32720000000000005,2.677412
0.3949684210526315,2.2399995,0.3812,2.3069735
0.42410526315789476,2.1083794,0.36119999999999997,2.3969347
0.4546947368421053,1.9837795,0.424,2.1304328
0.4728842105263158,1.8944618,0.4316,2.0647302
0.49349473684210526,1.8167752,0.40919999999999995,2.1843739
0.5103157894736843,1.743239,0.4635999999999999,1.9910686
0.5238736842105263,1.6867481,0.4396,2.1106741
0.5407578947368421,1.62909,0.48599999999999993,1.8866807
0.5534315789473684,1.572162,0.46599999999999997,2.0653324
0.5639157894736843,1.5325228,0.48719999999999997,1.8517714
0.5726947368421053,1.4925401,0.5239999999999999,1.7264992
0.5820000000000001,1.4511561,0.5224,1.7964201
0.5947368421052631,1.4115256,0.4952,1.8328534
0.6038526315789474,1.375689,0.5024000000000001,1.8193266
0.6083789473684211,1.3511213,0.5304,1.6976619
0.6202736842105263,1.318548,0.5348,1.6773648
0.626821052631579,1.2886127,0.548,1.6451036
0.6333263157894736,1.2608513,0.5544,1.6394179
0.6395789473684209,1.2373724,0.5439999999999999,1.7160333
0.642821052631579,1.211526,0.5692,1.5421981
0.6516210526315789,1.1894872,0.5452,1.7652858
0.6557052631578947,1.1684843,0.5652,1.6057773
0.664336842105263,1.1379466,0.5732,1.594289
0.6697473684210528,1.1184534,0.5756,1.5403967
0.6750736842105264,1.0949118,0.5572,1.6595407
0.6818315789473685,1.0710585,0.5779999999999998,1.5753957
0.6813684210526315,1.0629082,0.5808,1.586518
0.6890105263157894,1.0396681,0.5771999999999999,1.6241072
0.693178947368421,1.0272162,0.5820000000000001,1.5668924
0.6961263157894737,1.0085847,0.5760000000000001,1.5670326
0.7051157894736843,0.9812846,0.5912,1.5410582
0.7089052631578948,0.9691766,0.6012,1.5060532
0.7126736842105262,0.95673746,0.6000000000000001,1.5605855
0.7181052631578948,0.9386255,0.59,1.5303321
0.7193894736842105,0.9259898,0.5848,1.55403
0.7269052631578947,0.90111417,0.592,1.5300583
0.7292631578947368,0.88679963,0.6,1.5106287
0.7325052631578949,0.88077176,0.5883999999999999,1.5772789
0.7392210526315789,0.8522881,0.5972,1.4901626
0.7456421052631579,0.8395215,0.604,1.5098375
0.7501263157894736,0.8265655,0.6115999999999999,1.487386
0.7482315789473684,0.8155826,0.5988,1.5612773
0.754042105263158,0.79831105,0.6092,1.5201133
0.7576,0.7891379,0.6092,1.51694
0.7613052631578947,0.77314186,0.5992,1.5540966
0.7657263157894737,0.7622242,0.6028,1.5555497
0.7682315789473684,0.7469259,0.5928,1.6152382
0.7717263157894736,0.74047714,0.61,1.515918
0.7774105263157894,0.7192739,0.6096,1.5405955
0.7812631578947369,0.7094859,0.6112,1.5477324
0.7818947368421052,0.6992397,0.6168,1.5318407
0.785621052631579,0.6848867,0.6168,1.5471016
0.7904421052631578,0.67508614,0.6064,1.5837077
0.7925473684210527,0.6616428,0.6152000000000001,1.6041797
0.7986947368421052,0.6468993,0.6132,1.5716666
0.8016210526315789,0.6373102,0.6236,1.5413727
0.8039999999999999,0.6302714,0.6152,1.5663472
0.8058947368421053,0.619944,0.6212,1.5601577
0.8101684210526316,0.6067714,0.612,1.5949478
0.8134947368421052,0.5931567,0.6192,1.556978
0.8158315789473685,0.59011316,0.6123999999999999,1.6244091
0.8169473684210525,0.5822752,0.6216,1.5775976
0.821157894736842,0.5652128,0.6228,1.5466479
0.8224421052631579,0.5595017,0.6264,1.5591934
0.8275157894736841,0.5499326,0.6128,1.6253388
0.8287789473684211,0.54103655,0.622,1.5834607
0.8318947368421052,0.53652465,0.6224,1.5799375
0.8349052631578947,0.5254309,0.6096,1.6620134
0.8360842105263158,0.51385874,0.6184000000000001,1.6292377
0.8414105263157894,0.5089069,0.622,1.5758559
0.8416842105263157,0.50597125,0.6204,1.5871747
0.8462105263157895,0.4923866,0.6232,1.5992918
0.8474736842105263,0.48664477,0.6255999999999999,1.591869
0.8475157894736841,0.47775224,0.6204000000000001,1.6089166
0.8490105263157894,0.47885573,0.6224,1.6041547
0.8510526315789474,0.4748206,0.6144,1.6326984
0.8542736842105263,0.46656495,0.624,1.6201692
0.8517894736842105,0.4677372,0.622,1.6270381
0.8566315789473685,0.45624274,0.6228,1.6127778
0.8592,0.4486026,0.624,1.6099954
0.8596631578947369,0.44865167,0.6295999999999999,1.6178448
0.8580210526315788,0.44653314,0.626,1.6246126
0.8597052631578948,0.44417328,0.6236,1.6403204
0.8634315789473684,0.43636623,0.626,1.6464175
0.8620421052631578,0.43427905,0.6256,1.6269963
0.8643578947368422,0.43100643,0.6272,1.6386646
0.8668421052631579,0.42440996,0.6252,1.6412191
0.8669894736842106,0.42794478,0.6288,1.6382093
0.8657473684210527,0.42454538,0.6264,1.6238525
0.8652421052631579,0.42411906,0.6284000000000001,1.6377482
0.8670105263157895,0.42119795,0.6296,1.6364222
0.8693052631578948,0.4179454,0.6255999999999999,1.641499
0.8685052631578947,0.41753888,0.6224,1.647262
0.8694526315789474,0.4184069,0.6232,1.6439102
0.8703157894736842,0.4179861,0.62,1.6381903
